,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-35.8904,0.127449,4.11743,4.14475,-43.1002,-35.5959,-29.6734,1085.62,2316.41,0.0366375,1.0042
log_beta,-8.80207,0.0394016,1.1159,1.25669,-10.5385,-8.53202,-7.38171,874.64,2241.2,0.0295173,1.0037
log_delta,0.342616,0.0204811,0.638369,0.597229,-0.482724,0.174334,1.57136,1015.31,2484.4,0.0342648,1.0021
log_p_hat,-0.731138,0.0422591,1.20111,1.29288,-2.17376,-1.07536,1.25194,866.565,2434.06,0.0292448,1.00297
log_eps2,-1.09666,0.0847619,2.93543,2.45972,-7.1548,-0.0830759,2.1117,1239.62,3298.3,0.0418346,1.00136
log_c,1.17064,0.00697282,0.41541,0.368972,0.718947,1.0441,2.04186,3801.66,4376.03,0.128298,0.999941
log_h,1.99619,0.0143869,0.548563,0.505498,0.867439,2.14257,2.65039,1639.97,2419.02,0.0553456,1.00151
log_s_d,-5.11542,0.045996,1.84062,1.88581,-8.33252,-5.08055,-2.12105,1632.99,1675.44,0.0551099,1.00227
log_theta_s,7.7507,0.0411808,1.77102,1.8281,4.80682,7.70896,10.7525,1819.87,2209.58,0.0614167,1.00132
log_alpha,1.99164,0.0140481,0.566669,0.474614,0.711373,2.13314,2.64128,2131.08,1968.47,0.0719195,1.00169
logit_d,-0.297589,0.0210841,0.801878,0.696932,-1.91155,-0.151617,0.732599,1861.79,1612.73,0.0628315,1.00158
log_V0,-2.23722,0.016805,0.840915,0.742704,-3.63732,-2.20931,-0.953689,3031.46,2264.03,0.102305,1.00138
log_D0,9.45571,0.0195231,0.898721,1.0495,8.04946,9.44832,10.9284,2179.18,5007.38,0.0735426,1.00184
log_F0,-4.58749,0.0162979,0.978651,0.979564,-6.15871,-4.59714,-2.92898,3592.51,2020.1,0.12124,1.00087
sigma_V,0.409928,0.00256841,0.131071,0.108928,0.249898,0.384212,0.662556,2722.6,3822.48,0.0918822,1.00065
sigma_D,0.374361,0.00120258,0.0763661,0.0684951,0.271685,0.362323,0.519091,4588.75,4494.6,0.154861,1.00118
sigma_F,1.43944,0.000604787,0.0573323,0.045052,1.32308,1.45566,1.49677,5386.14,3594.75,0.181771,1.0002
beta,0.000242052,6.71872e-06,0.000200839,0.000219851,2.64971e-05,0.000197056,0.000622536,874.64,2241.2,0.0295173,1.0037
delta,1.76797,0.0406895,1.38873,0.640428,0.6171,1.19045,4.81318,1015.31,2484.4,0.0342648,1.0021
p_hat,1.5129,0.278716,13.6794,0.320158,0.113749,0.341176,3.49713,866.565,2434.06,0.0292448,1.00297
eps2,2.15773,0.0675909,2.68423,1.35776,0.000781103,0.920281,8.26227,1239.62,3298.3,0.0418346,1.00136
c,3.55773,0.0312574,1.84036,0.980913,2.05227,2.84085,7.70496,3801.66,4376.03,0.128298,0.999918
h,8.3672,0.0908684,3.70216,4.46082,2.38081,8.52135,14.1596,1639.97,2419.02,0.0553456,1.00201
d,0.440943,0.00405927,0.1647,0.170871,0.128806,0.462168,0.675375,1861.79,1612.73,0.0628315,1.00157
s_d,0.0295626,0.00182252,0.12346,0.00823322,0.000240565,0.00621651,0.119906,1632.99,1675.44,0.0551099,1.00227
theta_s,9039.24,436.377,16853.9,2847.29,122.342,2228.21,46744.5,1819.43,2209.58,0.0614021,1.00156
alpha,8.33489,0.0749553,3.58143,4.03204,2.03679,8.44132,14.0312,2131.08,1968.47,0.0719195,1.002
V0,0.156087,0.00535488,0.247118,0.0774594,0.0263228,0.109777,0.385317,3031.46,2264.03,0.102305,1.00138
D0,18866.0,341.298,17599.0,11488.5,3132.1,12686.8,55737.4,2179.18,5007.38,0.0735426,1.00171
F0,0.0163331,0.000431016,0.0187138,0.00891153,0.00211498,0.0100806,0.0534515,3592.51,2020.1,0.12124,1.00108
y0[1],4000000.0,,0.0,0.0,4000000.0,4000000.0,4000000.0,,,,
y0[2],1e-10,,1.49936e-24,0.0,1e-10,1e-10,1e-10,,,,
y0[3],0.156087,0.00535488,0.247118,0.0774594,0.0263228,0.109777,0.385317,3031.46,2264.03,0.102305,1.00138
y0[4],18866.0,341.298,17599.0,11488.5,3132.1,12686.8,55737.4,2179.18,5007.38,0.0735426,1.00171
y0[5],0.0163331,0.000431016,0.0187138,0.00891153,0.00211498,0.0100806,0.0534515,3592.51,2020.1,0.12124,1.00108
"y_sol[1,1]",3999930.0,2.14576,88.1315,48.1104,3999780.0,3999960.0,4000000.0,941.941,2015.41,0.0317885,1.00279
"y_sol[1,2]",64.5285,2.00406,80.8668,45.1694,2.77052,37.1269,208.076,929.424,2046.21,0.0313661,1.00286
"y_sol[1,3]",0.718238,0.0111842,0.613627,0.320238,0.211133,0.598039,1.53633,3391.02,2180.76,0.11444,1.00122
"y_sol[1,4]",1714.19,11.4213,756.399,584.72,836.765,1556.18,3108.34,5388.19,4305.63,0.18184,1.00019
"y_sol[1,5]",0.00385514,0.000274082,0.00881916,0.00121101,0.00016399,0.00115444,0.0175665,2338.22,1284.4,0.07891,1.00137
"y_sol[2,1]",3896000.0,2945.74,96120.9,87702.1,3716200.0,3924140.0,3991000.0,945.733,2181.73,0.0319165,1.00286
"y_sol[2,2]",94285.1,2750.47,89661.1,82120.8,6266.89,68187.7,262692.0,940.752,2340.94,0.0317484,1.00286
"y_sol[2,3]",1097.94,9.0563,611.403,361.669,508.242,961.446,2078.91,3717.43,2780.09,0.125456,1.00054
"y_sol[2,4]",697.943,3.65223,259.229,228.565,356.654,658.41,1186.26,4782.27,5778.93,0.161392,1.00061
"y_sol[2,5]",0.0259305,0.000895982,0.0709839,0.00980289,0.00128571,0.00966027,0.0944547,4213.97,4852.47,0.142213,1.00075
"y_sol[3,1]",493135.0,23609.8,763137.0,12869.3,0.019367,8680.24,2003550.0,921.894,2326.07,0.031112,1.00289
"y_sol[3,2]",1759490.0,19671.8,639417.0,579118.0,531412.0,1897260.0,2629080.0,1098.7,1988.09,0.037079,1.0015
"y_sol[3,3]",53596.9,335.683,20183.1,15914.9,29166.2,50035.6,89653.2,4085.41,4718.21,0.137874,1.00048
"y_sol[3,4]",18048.5,95.0857,6404.13,5517.85,9672.18,17068.9,29493.6,4063.62,5040.0,0.137139,1.0007
"y_sol[3,5]",2.24918,0.11046,7.17513,1.02607,0.0152086,0.795912,8.63859,1190.4,1942.64,0.0401736,1.00258
"y_sol[4,1]",75724.5,8762.82,324974.0,0.0220237,-1.3658e-11,0.0148548,309915.0,887.818,2215.67,0.029962,1.00292
"y_sol[4,2]",264161.0,6900.06,248810.0,209272.0,22399.9,192935.0,760829.0,1169.12,4090.07,0.0394553,1.00213
"y_sol[4,3]",16171.4,102.93,6196.05,5949.25,7137.24,15551.4,27350.3,3556.26,5696.24,0.120016,1.00042
"y_sol[4,4]",4330.52,27.2343,1864.44,1485.44,2148.1,3950.65,7721.49,5388.61,6210.2,0.181855,1.00086
"y_sol[4,5]",0.268976,0.0182069,1.1999,0.0846012,0.00378452,0.0704065,0.965286,1746.26,2207.0,0.0589325,1.00248
y_pred[1],-0.231365,0.00513773,0.27046,0.240172,-0.675444,-0.22327,0.186484,3391.02,2180.76,0.11444,1.00122
y_pred[2],-0.231365,0.00513773,0.27046,0.240172,-0.675444,-0.22327,0.186484,3391.02,2180.76,0.11444,1.00122
y_pred[3],-0.231365,0.00513773,0.27046,0.240172,-0.675444,-0.22327,0.186484,3391.02,2180.76,0.11444,1.00122
y_pred[4],-0.231365,0.00513773,0.27046,0.240172,-0.675444,-0.22327,0.186484,3391.02,2180.76,0.11444,1.00122
y_pred[5],-0.231365,0.00513773,0.27046,0.240172,-0.675444,-0.22327,0.186484,3391.02,2180.76,0.11444,1.00122
y_pred[6],2.99446,0.00337462,0.194561,0.16731,2.70607,2.98292,3.31784,3717.44,2780.09,0.125456,1.00054
y_pred[7],2.99446,0.00337462,0.194561,0.16731,2.70607,2.98292,3.31784,3717.44,2780.09,0.125456,1.00054
y_pred[8],2.99446,0.00337462,0.194561,0.16731,2.70607,2.98292,3.31784,3717.44,2780.09,0.125456,1.00054
y_pred[9],2.99446,0.00337462,0.194561,0.16731,2.70607,2.98292,3.31784,3717.44,2780.09,0.125456,1.00054
y_pred[10],2.99446,0.00337462,0.194561,0.16731,2.70607,2.98292,3.31784,3717.44,2780.09,0.125456,1.00054
y_pred[11],4.70265,0.00236069,0.149867,0.140096,4.46488,4.69928,4.95257,4085.42,4718.21,0.137874,1.00056
y_pred[12],4.70265,0.00236069,0.149867,0.140096,4.46488,4.69928,4.95257,4085.42,4718.21,0.137874,1.00056
y_pred[13],4.70265,0.00236069,0.149867,0.140096,4.46488,4.69928,4.95257,4085.42,4718.21,0.137874,1.00056
y_pred[14],4.70265,0.00236069,0.149867,0.140096,4.46488,4.69928,4.95257,4085.42,4718.21,0.137874,1.00056
y_pred[15],4.70265,0.00236069,0.149867,0.140096,4.46488,4.69928,4.95257,4085.42,4718.21,0.137874,1.00056
y_pred[16],4.17465,0.00305277,0.179334,0.167927,3.85353,4.19177,4.43696,3556.26,5696.24,0.120016,1.00042
y_pred[17],4.17465,0.00305277,0.179334,0.167927,3.85353,4.19177,4.43696,3556.26,5696.24,0.120016,1.00042
y_pred[18],4.17465,0.00305277,0.179334,0.167927,3.85353,4.19177,4.43696,3556.26,5696.24,0.120016,1.00042
y_pred[19],4.17465,0.00305277,0.179334,0.167927,3.85353,4.19177,4.43696,3556.26,5696.24,0.120016,1.00042
y_pred[20],4.17465,0.00305277,0.179334,0.167927,3.85353,4.19177,4.43696,3556.26,5696.24,0.120016,1.00042
y_pred[21],7.49927,0.00240658,0.173925,0.168131,7.22363,7.49309,7.79356,5388.19,4305.63,0.18184,1.00024
y_pred[22],7.49927,0.00240658,0.173925,0.168131,7.22363,7.49309,7.79356,5388.19,4305.63,0.18184,1.00024
y_pred[23],7.49927,0.00240658,0.173925,0.168131,7.22363,7.49309,7.79356,5388.19,4305.63,0.18184,1.00024
y_pred[24],7.49927,0.00240658,0.173925,0.168131,7.22363,7.49309,7.79356,5388.19,4305.63,0.18184,1.00024
y_pred[25],7.49927,0.00240658,0.173925,0.168131,7.22363,7.49309,7.79356,5388.19,4305.63,0.18184,1.00024
y_pred[26],7.11618,0.00233974,0.159073,0.152236,6.85328,7.11953,7.37521,4782.27,5778.93,0.161392,1.00061
y_pred[27],7.11618,0.00233974,0.159073,0.152236,6.85328,7.11953,7.37521,4782.27,5778.93,0.161392,1.00061
y_pred[28],7.11618,0.00233974,0.159073,0.152236,6.85328,7.11953,7.37521,4782.27,5778.93,0.161392,1.00061
y_pred[29],7.11618,0.00233974,0.159073,0.152236,6.85328,7.11953,7.37521,4782.27,5778.93,0.161392,1.00061
