,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-34.1744,0.0583887,2.86215,2.663,-39.5759,-33.7457,-30.2336,2519.17,3458.93,0.385773,1.00251
log_beta,-14.83,0.0184899,1.04031,1.07129,-16.5116,-14.8617,-13.07,3116.73,3581.08,0.477281,1.00103
log_delta,0.377209,0.00735808,0.495757,0.489758,-0.406702,0.362946,1.20754,4640.49,3216.92,0.710624,1.00084
log_p_hat,4.55048,0.0204383,1.14632,1.22747,2.58174,4.58647,6.38075,3050.64,3109.85,0.46716,1.00102
log_eps,-2.24126,0.0417987,2.09217,1.7019,-6.65478,-1.81006,0.473379,2957.29,2428.12,0.452866,1.00132
log_c,1.73208,0.00474655,0.42566,0.476351,0.966777,1.75763,2.38375,7516.87,4253.52,1.1511,1.00061
log_s0,-9.19336,0.0158862,1.08005,1.08552,-10.9764,-9.19168,-7.41742,4627.99,5614.6,0.708709,1.00134
log_alpha,1.24386,0.00685688,0.609759,0.667243,0.265801,1.22774,2.30865,7495.83,4147.12,1.14788,1.00074
log_V0,4.91058,0.01378,1.11154,1.05759,3.00737,4.95059,6.6463,6603.4,4828.6,1.01121,1.00126
log_F0,-5.26982,0.0106421,0.88792,0.893981,-6.72226,-5.25266,-3.81646,7028.41,4404.24,1.0763,0.999916
sigma_V,1.06374,0.00309583,0.226764,0.20882,0.758884,1.03122,1.47744,6253.29,4474.23,0.9576,1.00079
sigma_F,1.27469,0.00202084,0.166975,0.170532,0.957202,1.3072,1.48301,5397.39,3670.11,0.826531,1.00155
beta,6.30168e-07,1.33946e-08,8.6961e-07,3.27462e-07,6.74668e-08,3.51285e-07,2.10745e-06,3116.73,3581.08,0.477281,1.00103
delta,1.65273,0.0161108,0.897993,0.68064,0.665842,1.43756,3.34524,4640.49,3216.92,0.710624,1.00111
p_hat,169.229,3.64243,187.348,100.986,13.2202,98.1478,590.37,3050.64,3109.85,0.46716,1.00102
eps,0.403556,0.0122808,0.748041,0.216937,0.00128785,0.163645,1.60541,2957.29,2428.12,0.452866,1.00119
c,6.16179,0.0290739,2.48685,2.69512,2.62946,5.7987,10.8455,7516.87,4253.52,1.1511,1.00048
s0,0.00018206,3.74876e-06,0.000265186,9.64005e-05,1.71012e-05,0.000101884,0.000600697,4627.99,5614.6,0.708709,1.00113
alpha,4.18566,0.0338577,2.72161,2.12823,1.30448,3.41351,10.0608,7495.83,4147.12,1.14788,1.00081
V0,243.271,5.03229,349.282,134.858,20.2341,141.259,769.93,6603.4,4828.6,1.01121,1.00106
F0,0.00760765,0.00014296,0.00826346,0.00425817,0.00120382,0.00523358,0.0220056,7028.41,4404.24,1.0763,1.00002
y0[1],4000000.0,,0.0,0.0,4000000.0,4000000.0,4000000.0,,,,
y0[2],1e-10,,1.49936e-24,0.0,1e-10,1e-10,1e-10,,,,
y0[3],243.271,5.03229,349.282,134.858,20.2341,141.259,769.93,6603.4,4828.6,1.01121,1.00106
y0[4],0.00760765,0.00014296,0.00826346,0.00425817,0.00120382,0.00523358,0.0220056,7028.41,4404.24,1.0763,1.00002
"y_sol[1,1]",3999810.0,5.09008,344.051,83.6186,3999290.0,3999930.0,3999990.0,3799.57,5188.19,0.581849,1.00038
"y_sol[1,2]",163.76,4.63902,312.103,72.4642,6.95835,63.8341,635.894,3703.37,5148.04,0.567118,1.00042
"y_sol[1,3]",627.284,8.30792,619.304,355.993,98.6467,457.005,1732.03,6703.14,4962.04,1.02649,1.00085
"y_sol[1,4]",0.00399126,5.11565e-05,0.00388619,0.00218388,0.000703019,0.00284839,0.0111125,7312.82,6054.27,1.11985,1.00012
"y_sol[2,1]",3921330.0,1887.93,148342.0,36107.0,3709770.0,3964870.0,3995520.0,4798.66,5156.49,0.734845,1.00042
"y_sol[2,2]",67721.9,1693.58,132319.0,30659.2,3499.66,29216.5,253452.0,4680.84,5101.3,0.716802,1.00028
"y_sol[2,3]",309688.0,4946.91,371874.0,178550.0,33681.8,196356.0,946898.0,7058.17,5546.44,1.08085,0.99987
"y_sol[2,4]",0.562695,0.0139429,1.17258,0.249198,0.0365147,0.247545,2.0339,7558.23,6309.97,1.15743,0.999818
"y_sol[3,1]",1644070.0,20400.0,1178760.0,1598570.0,4613.09,1627800.0,3506550.0,3165.17,4686.53,0.4847,1.00091
"y_sol[3,2]",1280490.0,12621.1,712630.0,849634.0,246047.0,1221890.0,2508100.0,3146.26,4494.27,0.481804,1.00068
"y_sol[3,3]",5849870.0,112876.0,7785990.0,2842510.0,984971.0,3643750.0,17506100.0,6480.7,5339.95,0.992425,1.00068
"y_sol[3,4]",34.1532,0.434714,36.7406,19.4149,5.06026,23.5081,95.4042,7251.49,5780.24,1.11046,1.00012
"y_sol[4,1]",695558.0,15716.0,896241.0,368774.0,0.198611,248743.0,2663230.0,2806.27,4822.2,0.429739,1.00096
"y_sol[4,2]",329960.0,3744.39,293519.0,219603.0,34072.3,242804.0,920310.0,5847.55,5613.92,0.895467,1.00031
"y_sol[4,3]",1768100.0,21763.9,1913070.0,915198.0,335468.0,1279810.0,4696870.0,8730.59,6762.15,1.33696,1.00037
"y_sol[4,4]",16.3128,0.268855,21.2211,9.6034,1.39798,10.1196,51.9756,7360.47,6671.59,1.12715,1.00054
y_pred[1],2.6401,0.00472607,0.382025,0.369672,1.99408,2.65992,3.23855,6703.14,4962.04,1.02649,1.00093
y_pred[2],2.6401,0.00472607,0.382025,0.369672,1.99408,2.65992,3.23855,6703.14,4962.04,1.02649,1.00093
y_pred[3],2.6401,0.00472607,0.382025,0.369672,1.99408,2.65992,3.23855,6703.14,4962.04,1.02649,1.00093
y_pred[4],2.6401,0.00472607,0.382025,0.369672,1.99408,2.65992,3.23855,6703.14,4962.04,1.02649,1.00093
y_pred[5],2.6401,0.00472607,0.382025,0.369672,1.99408,2.65992,3.23855,6703.14,4962.04,1.02649,1.00093
y_pred[6],5.27838,0.00525998,0.441621,0.436217,4.5274,5.29304,5.9763,7058.17,5546.44,1.08086,1.00012
y_pred[7],5.27838,0.00525998,0.441621,0.436217,4.5274,5.29304,5.9763,7058.17,5546.44,1.08086,1.00012
y_pred[8],5.27838,0.00525998,0.441621,0.436217,4.5274,5.29304,5.9763,7058.17,5546.44,1.08086,1.00012
y_pred[9],5.27838,0.00525998,0.441621,0.436217,4.5274,5.29304,5.9763,7058.17,5546.44,1.08086,1.00012
y_pred[10],5.27838,0.00525998,0.441621,0.436217,4.5274,5.29304,5.9763,7058.17,5546.44,1.08086,1.00012
y_pred[11],6.58055,0.00487994,0.382246,0.37504,5.99342,6.56155,7.24319,6480.71,5339.95,0.992426,1.00068
y_pred[12],6.58055,0.00487994,0.382246,0.37504,5.99342,6.56155,7.24319,6480.71,5339.95,0.992426,1.00068
y_pred[13],6.58055,0.00487994,0.382246,0.37504,5.99342,6.56155,7.24319,6480.71,5339.95,0.992426,1.00068
y_pred[14],6.58055,0.00487994,0.382246,0.37504,5.99342,6.56155,7.24319,6480.71,5339.95,0.992426,1.00068
y_pred[15],6.58055,0.00487994,0.382246,0.37504,5.99342,6.56155,7.24319,6480.71,5339.95,0.992426,1.00068
y_pred[16],6.10266,0.00376134,0.351152,0.336379,5.52565,6.10714,6.67181,8730.59,6762.15,1.33696,1.0005
y_pred[17],6.10266,0.00376134,0.351152,0.336379,5.52565,6.10714,6.67181,8730.59,6762.15,1.33696,1.0005
y_pred[18],6.10266,0.00376134,0.351152,0.336379,5.52565,6.10714,6.67181,8730.59,6762.15,1.33696,1.0005
y_pred[19],6.10266,0.00376134,0.351152,0.336379,5.52565,6.10714,6.67181,8730.59,6762.15,1.33696,1.0005
y_pred[20],6.10266,0.00376134,0.351152,0.336379,5.52565,6.10714,6.67181,8730.59,6762.15,1.33696,1.0005
y_pred[21],-2.54843,0.00428199,0.364034,0.361791,-3.15303,-2.5454,-1.95419,7312.82,6054.27,1.11985,1.00006
y_pred[22],-2.54843,0.00428199,0.364034,0.361791,-3.15303,-2.5454,-1.95419,7312.82,6054.27,1.11985,1.00006
y_pred[23],-2.54843,0.00428199,0.364034,0.361791,-3.15303,-2.5454,-1.95419,7312.82,6054.27,1.11985,1.00006
y_pred[24],-2.54843,0.00428199,0.364034,0.361791,-3.15303,-2.5454,-1.95419,7312.82,6054.27,1.11985,1.00006
y_pred[25],-2.54843,0.00428199,0.364034,0.361791,-3.15303,-2.5454,-1.95419,7312.82,6054.27,1.11985,1.00006
y_pred[26],-0.593532,0.00607856,0.528569,0.522152,-1.43753,-0.606346,0.308329,7558.23,6309.97,1.15743,1.00007
y_pred[27],-0.593532,0.00607856,0.528569,0.522152,-1.43753,-0.606346,0.308329,7558.23,6309.97,1.15743,1.00007
y_pred[28],-0.593532,0.00607856,0.528569,0.522152,-1.43753,-0.606346,0.308329,7558.23,6309.97,1.15743,1.00007
y_pred[29],-0.593532,0.00607856,0.528569,0.522152,-1.43753,-0.606346,0.308329,7558.23,6309.97,1.15743,1.00007
y_pred[30],-0.593532,0.00607856,0.528569,0.522152,-1.43753,-0.606346,0.308329,7558.23,6309.97,1.15743,1.00007
y_pred[31],1.36146,0.00466096,0.392828,0.390253,0.704173,1.37122,1.97957,7251.5,5780.24,1.11046,1.00056
y_pred[32],1.36146,0.00466096,0.392828,0.390253,0.704173,1.37122,1.97957,7251.5,5780.24,1.11046,1.00056
y_pred[33],1.36146,0.00466096,0.392828,0.390253,0.704173,1.37122,1.97957,7251.5,5780.24,1.11046,1.00056
y_pred[34],1.36146,0.00466096,0.392828,0.390253,0.704173,1.37122,1.97957,7251.5,5780.24,1.11046,1.00056
