,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-26.1665,0.0728993,3.48191,3.38072,-32.5144,-25.809,-21.1783,2385.68,3205.81,0.164908,1.00206
log_beta,-15.2738,0.0191629,1.06965,1.09912,-16.9383,-15.3094,-13.4305,3053.61,3494.55,0.211078,1.00149
log_delta,0.247496,0.00724295,0.554979,0.562527,-0.666554,0.251708,1.16953,5861.28,4113.42,0.405155,0.99985
log_p_hat,4.69144,0.0222152,1.19323,1.22588,2.57616,4.76898,6.48905,2797.87,2900.23,0.1934,1.00201
log_eps2,-1.20903,0.0232646,1.1663,0.990325,-2.95461,-1.14306,0.495316,4218.52,2388.8,0.291601,1.00106
log_c,1.5929,0.00495318,0.43348,0.489943,0.866378,1.59051,2.31334,7292.85,4556.51,0.504111,1.00119
log_h,2.02061,0.00855349,0.525696,0.53036,0.956529,2.1468,2.65942,3972.06,4221.6,0.274565,1.00029
log_s_d,-2.85668,0.0216616,1.55093,1.55169,-5.39184,-2.8411,-0.304274,5154.22,4844.89,0.35628,1.00117
log_theta_s,5.49509,0.0226106,1.56881,1.57396,2.89421,5.50477,8.05815,4830.52,4280.04,0.333904,1.00043
log_alpha,1.83811,0.00594048,0.475707,0.504791,0.999165,1.8725,2.55936,5609.39,3148.92,0.387743,1.00179
logit_d,-3.7965,0.0121246,0.843665,0.84183,-5.15348,-3.8138,-2.36929,4850.93,5576.19,0.335315,1.00076
log_V0,5.18852,0.0154075,1.24535,1.21488,3.10958,5.22306,7.21308,6568.28,5083.26,0.454026,1.00001
log_D0,7.45128,0.015087,0.967827,1.13392,5.92334,7.4432,8.991,4251.13,5894.36,0.293855,1.00018
log_F0,-5.08087,0.0104962,0.899318,0.916359,-6.55889,-5.08093,-3.62114,7356.75,4032.09,0.508528,1.00048
sigma_V,1.13021,0.00319238,0.231693,0.204218,0.821533,1.09136,1.56194,6407.58,4897.98,0.442918,1.00037
sigma_D,0.347817,0.000875425,0.0681078,0.0617117,0.254368,0.337959,0.47524,6684.37,5712.03,0.46205,1.00054
sigma_F,1.27622,0.0018719,0.16231,0.170233,0.968575,1.30578,1.48233,5576.78,3366.39,0.385489,1.00047
beta,4.3387e-07,1.30597e-08,7.20674e-07,2.13627e-07,4.4035e-08,2.24503e-07,1.4696e-06,3053.61,3494.55,0.211078,1.00149
delta,1.49535,0.0138509,0.899736,0.692517,0.513475,1.28622,3.22048,5861.28,4113.42,0.405155,0.999869
p_hat,195.596,4.05627,205.536,122.548,13.1465,117.799,657.899,2797.87,2900.23,0.1934,1.00201
eps2,0.514541,0.0115638,0.641402,0.28286,0.0520991,0.318842,1.64102,4218.52,2388.8,0.291601,1.00027
c,5.39575,0.0274959,2.34083,2.33405,2.37828,4.90625,10.1081,7292.85,4556.51,0.504111,1.00106
h,8.50351,0.0589992,3.70165,4.61533,2.60265,8.55745,14.288,3972.06,4221.6,0.274565,1.00029
d,0.0304469,0.000421522,0.0298871,0.0162278,0.00574605,0.0215878,0.0855448,4850.93,5576.19,0.335315,1.00076
s_d,0.184231,0.0070477,0.446411,0.0700824,0.00455361,0.0583612,0.737659,5154.22,4844.89,0.35628,1.00134
theta_s,823.162,38.0338,2531.87,296.552,18.0693,245.861,3159.44,4830.52,4280.04,0.333904,0.999948
alpha,6.98363,0.0434959,3.0922,3.23135,2.71601,6.50454,12.9276,5609.39,3148.92,0.387743,1.00171
V0,372.505,9.18751,616.056,192.222,22.4117,185.501,1357.06,6568.28,5083.26,0.454026,0.999874
D0,2677.27,37.6661,2640.12,1647.11,373.66,1708.2,8030.47,4251.13,5894.36,0.293855,1.00018
F0,0.00925438,0.000163462,0.00972305,0.0051025,0.00141746,0.00621415,0.0267522,7356.75,4032.09,0.508528,1.00035
y0[1],4000000.0,,0.0,0.0,4000000.0,4000000.0,4000000.0,,,,
y0[2],1e-10,,1.49936e-24,0.0,1e-10,1e-10,1e-10,,,,
y0[3],372.505,9.18751,616.056,192.222,22.4117,185.501,1357.06,6568.28,5083.26,0.454026,0.999874
y0[4],2677.27,37.6661,2640.12,1647.11,373.66,1708.2,8030.47,4251.13,5894.36,0.293855,1.00018
y0[5],0.00925438,0.000163462,0.00972305,0.0051025,0.00141746,0.00621415,0.0267522,7356.75,4032.09,0.508528,1.00035
"y_sol[1,1]",3999820.0,11.4689,496.268,56.0423,3999320.0,3999950.0,3999990.0,3736.1,2529.4,0.258254,1.00089
"y_sol[1,2]",160.849,10.449,453.251,48.7081,4.50962,42.6928,609.29,3682.55,2648.38,0.254552,1.0008
"y_sol[1,3]",627.836,9.22679,688.517,360.331,84.16,429.104,1830.03,6878.32,5498.6,0.475457,1.00002
"y_sol[1,4]",232.47,0.948884,87.7673,73.738,123.034,216.973,391.496,8774.93,5657.67,0.606558,1.00116
"y_sol[1,5]",0.0035608,6.23976e-05,0.00411549,0.00191665,0.000528715,0.00234522,0.0103428,5355.49,4730.29,0.370193,0.999948
"y_sol[2,1]",3982750.0,386.822,24496.9,9322.37,3943950.0,3989940.0,3998410.0,3952.1,4221.73,0.273185,1.00083
"y_sol[2,2]",14813.0,350.708,22452.3,7804.21,1241.26,8151.36,49214.6,3982.48,4412.75,0.275285,1.00075
"y_sol[2,3]",89446.6,932.548,70263.1,49418.7,19571.7,71493.1,217371.0,5507.71,6038.64,0.380715,1.00072
"y_sol[2,4]",1338.45,6.47287,538.874,431.62,691.158,1238.51,2325.21,7562.87,5594.17,0.522776,0.999839
"y_sol[2,5]",0.215279,0.00263118,0.23502,0.119437,0.0303525,0.144031,0.632185,6796.22,4563.98,0.469782,1.00034
"y_sol[3,1]",2989560.0,11827.2,826880.0,670964.0,1202270.0,3221340.0,3874980.0,4642.89,4988.23,0.320935,1.00067
"y_sol[3,2]",681870.0,9459.58,620343.0,436443.0,76336.4,482744.0,2050770.0,4342.2,4691.62,0.30015,1.00063
"y_sol[3,3]",2102280.0,17260.7,1528610.0,1111540.0,492049.0,1730770.0,4987470.0,7325.23,6215.01,0.506349,1.00045
"y_sol[3,4]",26747.0,102.026,8012.24,6699.0,16573.3,25458.1,41194.0,7584.68,4936.99,0.524283,1.00088
"y_sol[3,5]",19.7493,0.235674,20.9882,11.4473,2.51607,13.4435,58.6526,7378.45,4879.66,0.510028,1.00041
"y_sol[4,1]",1578700.0,17184.8,1091300.0,1367590.0,15361.3,1493260.0,3393700.0,3693.75,2892.89,0.255327,1.00126
"y_sol[4,2]",528418.0,5538.73,386810.0,327806.0,99679.5,424223.0,1310430.0,4718.63,4888.75,0.32617,0.999927
"y_sol[4,3]",1684780.0,12818.2,1125510.0,867869.0,443560.0,1418020.0,3811560.0,7680.05,6656.05,0.530876,1.00017
"y_sol[4,4]",20842.0,78.3994,6526.56,5540.11,12249.2,19882.2,32367.3,8511.34,5917.92,0.588338,1.00061
"y_sol[4,5]",24.4123,0.272579,25.875,13.8648,3.35495,16.3791,71.3881,9063.27,6184.47,0.62649,1.00017
y_pred[1],2.61636,0.00497044,0.408618,0.402233,1.92511,2.63256,3.26246,6878.32,5498.6,0.475457,1.00014
y_pred[2],2.61636,0.00497044,0.408618,0.402233,1.92511,2.63256,3.26246,6878.32,5498.6,0.475457,1.00014
y_pred[3],2.61636,0.00497044,0.408618,0.402233,1.92511,2.63256,3.26246,6878.32,5498.6,0.475457,1.00014
y_pred[4],2.61636,0.00497044,0.408618,0.402233,1.92511,2.63256,3.26246,6878.32,5498.6,0.475457,1.00014
y_pred[5],2.61636,0.00497044,0.408618,0.402233,1.92511,2.63256,3.26246,6878.32,5498.6,0.475457,1.00014
y_pred[6],4.83986,0.00433784,0.319729,0.313915,4.29163,4.85426,5.3372,5507.73,6038.64,0.380716,1.00072
y_pred[7],4.83986,0.00433784,0.319729,0.313915,4.29163,4.85426,5.3372,5507.73,6038.64,0.380716,1.00072
y_pred[8],4.83986,0.00433784,0.319729,0.313915,4.29163,4.85426,5.3372,5507.73,6038.64,0.380716,1.00072
y_pred[9],4.83986,0.00433784,0.319729,0.313915,4.29163,4.85426,5.3372,5507.73,6038.64,0.380716,1.00072
y_pred[10],4.83986,0.00433784,0.319729,0.313915,4.29163,4.85426,5.3372,5507.73,6038.64,0.380716,1.00072
y_pred[11],6.22192,0.00368738,0.305017,0.290559,5.69201,6.23824,6.69788,7325.23,6215.01,0.506349,1.00045
y_pred[12],6.22192,0.00368738,0.305017,0.290559,5.69201,6.23824,6.69788,7325.23,6215.01,0.506349,1.00045
y_pred[13],6.22192,0.00368738,0.305017,0.290559,5.69201,6.23824,6.69788,7325.23,6215.01,0.506349,1.00045
y_pred[14],6.22192,0.00368738,0.305017,0.290559,5.69201,6.23824,6.69788,7325.23,6215.01,0.506349,1.00045
y_pred[15],6.22192,0.00368738,0.305017,0.290559,5.69201,6.23824,6.69788,7325.23,6215.01,0.506349,1.00045
y_pred[16],6.13838,0.00334509,0.284736,0.276046,5.64695,6.15168,6.5811,7680.05,6656.05,0.530876,1.00017
y_pred[17],6.13838,0.00334509,0.284736,0.276046,5.64695,6.15168,6.5811,7680.05,6656.05,0.530876,1.00017
y_pred[18],6.13838,0.00334509,0.284736,0.276046,5.64695,6.15168,6.5811,7680.05,6656.05,0.530876,1.00017
y_pred[19],6.13838,0.00334509,0.284736,0.276046,5.64695,6.15168,6.5811,7680.05,6656.05,0.530876,1.00017
y_pred[20],6.13838,0.00334509,0.284736,0.276046,5.64695,6.15168,6.5811,7680.05,6656.05,0.530876,1.00017
y_pred[21],6.63948,0.00165633,0.155111,0.149096,6.39106,6.63744,6.89376,8774.93,5657.67,0.606558,1.0012
y_pred[22],6.63948,0.00165633,0.155111,0.149096,6.39106,6.63744,6.89376,8774.93,5657.67,0.606558,1.0012
y_pred[23],6.63948,0.00165633,0.155111,0.149096,6.39106,6.63744,6.89376,8774.93,5657.67,0.606558,1.0012
y_pred[24],6.63948,0.00165633,0.155111,0.149096,6.39106,6.63744,6.89376,8774.93,5657.67,0.606558,1.0012
y_pred[25],6.63948,0.00165633,0.155111,0.149096,6.39106,6.63744,6.89376,8774.93,5657.67,0.606558,1.0012
y_pred[26],7.39725,0.00184902,0.160428,0.154454,7.14061,7.39393,7.66749,7562.85,5594.17,0.522775,0.999899
y_pred[27],7.39725,0.00184902,0.160428,0.154454,7.14061,7.39393,7.66749,7562.85,5594.17,0.522775,0.999899
y_pred[28],7.39725,0.00184902,0.160428,0.154454,7.14061,7.39393,7.66749,7562.85,5594.17,0.522775,0.999899
y_pred[29],7.39725,0.00184902,0.160428,0.154454,7.14061,7.39393,7.66749,7562.85,5594.17,0.522775,0.999899
y_pred[30],7.39725,0.00184902,0.160428,0.154454,7.14061,7.39393,7.66749,7562.85,5594.17,0.522775,0.999899
y_pred[31],8.71102,0.00142259,0.120709,0.115062,8.52044,8.70686,8.91586,7584.68,4936.99,0.524283,1.00088
y_pred[32],8.71102,0.00142259,0.120709,0.115062,8.52044,8.70686,8.91586,7584.68,4936.99,0.524283,1.00088
y_pred[33],8.71102,0.00142259,0.120709,0.115062,8.52044,8.70686,8.91586,7584.68,4936.99,0.524283,1.00088
y_pred[34],8.71102,0.00142259,0.120709,0.115062,8.52044,8.70686,8.91586,7584.68,4936.99,0.524283,1.00088
y_pred[35],8.71102,0.00142259,0.120709,0.115062,8.52044,8.70686,8.91586,7584.68,4936.99,0.524283,1.00088
y_pred[36],8.60042,0.00140942,0.129599,0.123221,8.38914,8.59949,8.81114,8511.34,5917.92,0.588338,1.00058
y_pred[37],8.60042,0.00140942,0.129599,0.123221,8.38914,8.59949,8.81114,8511.34,5917.92,0.588338,1.00058
y_pred[38],8.60042,0.00140942,0.129599,0.123221,8.38914,8.59949,8.81114,8511.34,5917.92,0.588338,1.00058
y_pred[39],8.60042,0.00140942,0.129599,0.123221,8.38914,8.59949,8.81114,8511.34,5917.92,0.588338,1.00058
y_pred[40],8.60042,0.00140942,0.129599,0.123221,8.38914,8.59949,8.81114,8511.34,5917.92,0.588338,1.00058
y_pred[41],-2.62963,0.00544346,0.39516,0.396495,-3.27678,-2.62982,-1.98536,5355.5,4730.29,0.370194,1.00001
y_pred[42],-2.62963,0.00544346,0.39516,0.396495,-3.27678,-2.62982,-1.98536,5355.5,4730.29,0.370194,1.00001
y_pred[43],-2.62963,0.00544346,0.39516,0.396495,-3.27678,-2.62982,-1.98536,5355.5,4730.29,0.370194,1.00001
y_pred[44],-2.62963,0.00544346,0.39516,0.396495,-3.27678,-2.62982,-1.98536,5355.5,4730.29,0.370194,1.00001
y_pred[45],-2.62963,0.00544346,0.39516,0.396495,-3.27678,-2.62982,-1.98536,5355.5,4730.29,0.370194,1.00001
y_pred[46],-0.847299,0.00492109,0.40127,0.40327,-1.51781,-0.841544,-0.199155,6796.22,4563.98,0.469782,1.00034
y_pred[47],-0.847299,0.00492109,0.40127,0.40327,-1.51781,-0.841544,-0.199155,6796.22,4563.98,0.469782,1.00034
y_pred[48],-0.847299,0.00492109,0.40127,0.40327,-1.51781,-0.841544,-0.199155,6796.22,4563.98,0.469782,1.00034
y_pred[49],-0.847299,0.00492109,0.40127,0.40327,-1.51781,-0.841544,-0.199155,6796.22,4563.98,0.469782,1.00034
y_pred[50],-0.847299,0.00492109,0.40127,0.40327,-1.51781,-0.841544,-0.199155,6796.22,4563.98,0.469782,1.00034
y_pred[51],1.11182,0.00491178,0.412563,0.406585,0.400722,1.12851,1.76829,7378.44,4879.66,0.510027,1.00062
y_pred[52],1.11182,0.00491178,0.412563,0.406585,0.400722,1.12851,1.76829,7378.44,4879.66,0.510027,1.00062
y_pred[53],1.11182,0.00491178,0.412563,0.406585,0.400722,1.12851,1.76829,7378.44,4879.66,0.510027,1.00062
y_pred[54],1.11182,0.00491178,0.412563,0.406585,0.400722,1.12851,1.76829,7378.44,4879.66,0.510027,1.00062
y_pred[55],1.11182,0.00491178,0.412563,0.406585,0.400722,1.12851,1.76829,7378.44,4879.66,0.510027,1.00062
y_pred[56],1.20694,0.00434436,0.406833,0.402806,0.525685,1.21429,1.85363,9063.27,6184.47,0.626489,1.00027
y_pred[57],1.20694,0.00434436,0.406833,0.402806,0.525685,1.21429,1.85363,9063.27,6184.47,0.626489,1.00027
y_pred[58],1.20694,0.00434436,0.406833,0.402806,0.525685,1.21429,1.85363,9063.27,6184.47,0.626489,1.00027
y_pred[59],1.20694,0.00434436,0.406833,0.402806,0.525685,1.21429,1.85363,9063.27,6184.47,0.626489,1.00027
y_pred[60],1.20694,0.00434436,0.406833,0.402806,0.525685,1.21429,1.85363,9063.27,6184.47,0.626489,1.00027
R0,17.9404,0.115706,10.3642,7.897,6.73002,15.436,37.8883,8897.56,6211.62,0.615035,1.00029
c_over_delta,5.07581,0.0542457,4.18081,2.76246,1.11803,3.85613,13.2421,6128.83,4853.58,0.423649,1.0002
h_over_delta,7.77358,0.0874139,6.01522,4.60851,1.53162,6.2351,19.4599,4447.92,4355.38,0.307458,1.00008
log_lik[1],-2.26201,0.00645753,0.579757,0.519884,-3.34133,-2.17194,-1.47693,7814.88,6079.73,0.540196,1.00034
log_lik[2],-1.6157,0.00466497,0.39215,0.366294,-2.32326,-1.56525,-1.06749,7477.49,6465.79,0.516874,1.00051
log_lik[3],-5.05467,0.0220656,1.85897,1.78743,-8.47506,-4.77227,-2.51726,6315.7,4473.31,0.436566,1.00026
log_lik[4],-1.20121,0.00363997,0.268614,0.262216,-1.68282,-1.17502,-0.817836,6002.23,4713.39,0.414898,1.00006
log_lik[5],-1.9679,0.00559633,0.492982,0.450073,-2.86651,-1.89436,-1.29079,7791.52,5922.85,0.538581,1.00028
log_lik[6],-1.43514,0.00370586,0.273875,0.275757,-1.90061,-1.42207,-1.00698,5545.72,6599.64,0.383342,1.00084
log_lik[7],-1.56617,0.00384468,0.291362,0.289883,-2.06552,-1.55427,-1.11568,5785.78,6759.13,0.399936,1.00081
log_lik[8],-1.15204,0.00328156,0.235758,0.233797,-1.56421,-1.13835,-0.788133,5440.93,4921.03,0.376099,1.00068
log_lik[9],-1.72764,0.00402704,0.316046,0.307042,-2.27401,-1.70755,-1.25069,6143.88,6757.53,0.424689,1.00071
log_lik[10],-1.48519,0.003759,0.280326,0.279987,-1.96028,-1.47194,-1.04692,5627.63,6583.25,0.389004,1.00084
log_lik[11],-1.06675,0.00283323,0.208173,0.200648,-1.43529,-1.04758,-0.75382,5845.46,4610.33,0.404061,1.0003
log_lik[12],-1.0706,0.00250348,0.189636,0.182281,-1.40303,-1.05503,-0.780831,6162.92,4517.66,0.426005,1.00017
log_lik[13],-1.06807,0.00284157,0.208735,0.200759,-1.43708,-1.0486,-0.753457,5837.43,4546.48,0.403506,1.00031
log_lik[14],-1.05797,0.00273221,0.201804,0.19381,-1.41618,-1.04059,-0.751688,5909.15,4632.54,0.408464,1.00019
log_lik[15],-1.0633,0.00280733,0.206468,0.198648,-1.42829,-1.04396,-0.752746,5860.33,4408.35,0.405089,1.00027
log_lik[16],-1.11101,0.00232419,0.181137,0.177046,-1.42086,-1.10285,-0.830757,6370.48,5241.49,0.440353,1.00013
log_lik[17],-1.0791,0.00244082,0.185743,0.178944,-1.40229,-1.06868,-0.790484,6145.33,4864.81,0.42479,1.00017
log_lik[18],-1.0556,0.00271817,0.201322,0.191388,-1.40831,-1.03932,-0.750953,5957.75,4350.28,0.411823,1.00012
log_lik[19],-1.07701,0.00245067,0.1862,0.179717,-1.40102,-1.0666,-0.788516,6131.67,4803.4,0.423845,1.00022
log_lik[20],-1.12444,0.00228792,0.180131,0.176497,-1.43066,-1.11671,-0.842637,6474.1,5278.35,0.447515,1.00016
log_lik[21],-1.23134,0.00865112,0.789092,0.715762,-2.74673,-1.07669,-0.233761,8471.84,5984.35,0.585608,0.999977
log_lik[22],-0.353267,0.00485404,0.424386,0.375117,-1.16884,-0.271574,0.185259,8418.97,5693.99,0.581952,1.00023
log_lik[23],-1.22859,0.00832095,0.765782,0.70353,-2.66378,-1.08946,-0.228549,8465.19,6084.64,0.585147,1.00061
log_lik[24],-0.410111,0.00500841,0.447854,0.398262,-1.28,-0.321841,0.154456,8481.45,5814.13,0.586271,1.00043
